date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:34:31	556046/556046	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:02:48%20GMT	https://headtohealth.gov.au/Home/Arabic	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/Home/Arabic.html	(from https://headtohealth.gov.au/Home/Accessibility%20and%20language)
12:34:34	553197/553197	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:02:52%20GMT	https://headtohealth.gov.au/Home/Vietnamese	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/Home/Vietnamese.html	(from https://headtohealth.gov.au/Home/Accessibility%20and%20language)
12:34:36	568782/568782	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:02:54%20GMT	https://headtohealth.gov.au/Home/Greek	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/Home/Greek.html	(from https://headtohealth.gov.au/Home/Accessibility%20and%20language)
12:34:37	361/361	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2007:02:56%20GMT	https://headtohealth.gov.au/bundles/dmhg/scripts/corporate?v=0SDBH5McLHLwg8uDfElsZRvOJzFssU6lQYYsYm4KQAg1	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/bundles/dmhg/scripts/corporate32f6	(from https://headtohealth.gov.au/Home/Accessibility%20and%20language)
12:34:37	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.66.delayed	(from https://headtohealth.gov.au/covid-19-support/impacts-on-everyday-life/staying-connected)
12:34:37	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.67.delayed	(from https://headtohealth.gov.au/covid-19-support/impacts-on-everyday-life/staying-connected)
12:34:37	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.68.delayed	(from https://headtohealth.gov.au/meaningful-life/connectedness/connectedness)
12:34:37	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.69.delayed	(from https://headtohealth.gov.au/meaningful-life/connectedness/connectedness)
12:34:37	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.6a.delayed	(from https://headtohealth.gov.au/search-resources)
12:34:37	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.6b.delayed	(from https://headtohealth.gov.au/search-resources)
12:34:38	20558/20558	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2007:02:58%20GMT	https://headtohealth.gov.au/bundles/dmhg/scripts/servicesearch?v=FO_Qhhb1945y5ByggwwNjbo4YdJlKM3J-b3lUiqXlMo1	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/bundles/dmhg/scripts/servicesearch6ddc	(from https://headtohealth.gov.au/search-resources)
12:34:38	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.6d.delayed	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:38	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.6e.delayed	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:42	457452/457452	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:02:59%20GMT	https://headtohealth.gov.au/search-resources?search=1800RESPECT	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources0562.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:44	457436/457436	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:02%20GMT	https://headtohealth.gov.au/search-resources?search=ANU	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources2fca.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:46	457494/457494	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:04%20GMT	https://headtohealth.gov.au/search-resources?search=Australian+Psychological+Society	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcescc16.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:48	457450/457450	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:07%20GMT	https://headtohealth.gov.au/search-resources?search=beyondblue	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources634a.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:50	457448/457448	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:08%20GMT	https://headtohealth.gov.au/search-resources?search=Black+Dog	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesd73c.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:52	457470/457470	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:10%20GMT	https://headtohealth.gov.au/search-resources?search=Blue+Knot+Foundation	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesc0b6.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:54	457470/457470	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:12%20GMT	https://headtohealth.gov.au/search-resources?search=Butterfly+Foundation	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesf281.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:56	457444/457444	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:14%20GMT	https://headtohealth.gov.au/search-resources?search=CanTeen	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcese450.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:58	457456/457456	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:16%20GMT	https://headtohealth.gov.au/search-resources?search=Carer+Gateway	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources3f33.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:34:59	457496/457496	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:17%20GMT	https://headtohealth.gov.au/search-resources?search=Centre+for+Clinical+Interventions	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources45b0.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:01	457466/457466	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:19%20GMT	https://headtohealth.gov.au/search-resources?search=department+defence	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesbd23.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:03	457470/457470	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:21%20GMT	https://headtohealth.gov.au/search-resources?search=Department+of+Health	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources62e0.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:05	457490/457490	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:23%20GMT	https://headtohealth.gov.au/search-resources?search=Department+of+Veterans+Affairs	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources2da6.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:08	457444/457444	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:25%20GMT	https://headtohealth.gov.au/search-resources?search=Embrace	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources1096.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:13	457448/457448	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:31%20GMT	https://headtohealth.gov.au/search-resources?search=everymind	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources3ce7.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:13	457458/457458	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:29%20GMT	https://headtohealth.gov.au/search-resources?search=emerging+minds	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources7fb6.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:18	457448/457448	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:35%20GMT	https://headtohealth.gov.au/search-resources?search=headspace	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesa1da.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:19	457450/457450	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:37%20GMT	https://headtohealth.gov.au/search-resources?search=HeadtoHelp	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources0c33.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:21	457450/457450	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:40%20GMT	https://headtohealth.gov.au/search-resources?search=Healthtalk	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesecd3.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:23	457470/457470	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:41%20GMT	https://headtohealth.gov.au/search-resources?search=Hello+Sunday+Morning	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources6ebc.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:24	457456/457456	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:43%20GMT	https://headtohealth.gov.au/search-resources?search=Kids+Helpline	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesbe6f.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:26	457446/457446	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:44%20GMT	https://headtohealth.gov.au/search-resources?search=Lifeline	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources9934.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:28	457466/457466	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:46%20GMT	https://headtohealth.gov.au/search-resources?search=mentalhealthonline	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources578c.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:30	457446/457446	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:48%20GMT	https://headtohealth.gov.au/search-resources?search=MindSpot	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources0735.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:31	457454/457454	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:49%20GMT	https://headtohealth.gov.au/search-resources?search=My+Aged+Care	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources8eb8.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:33	457442/457442	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:51%20GMT	https://headtohealth.gov.au/search-resources?search=NACCHO	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources7b84.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:35	457472/457472	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:52%20GMT	https://headtohealth.gov.au/search-resources?search=On+the+Line+Australia	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesf93a.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:36	457448/457448	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:54%20GMT	https://headtohealth.gov.au/search-resources?search=open+arms	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesb313.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:38	457442/457442	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:56%20GMT	https://headtohealth.gov.au/search-resources?search=orygen	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources6b2e.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:40	457440/457440	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:58%20GMT	https://headtohealth.gov.au/search-resources?search=PANDA	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources721f.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:42	457438/457438	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:03:59%20GMT	https://headtohealth.gov.au/search-resources?search=PIRI	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesd7f8.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:43	457496/457496	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:01%20GMT	https://headtohealth.gov.au/search-resources?search=Perinatal+Depression+e-Consortium	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources9dcd.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:44	457464/457464	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:02%20GMT	https://headtohealth.gov.au/search-resources?search=Phoenix+Australia	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesf008.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:46	457484/457484	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:04%20GMT	https://headtohealth.gov.au/search-resources?search=Pregnancy%2C+Birth+and+Baby	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources197a.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:48	457440/457440	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:06%20GMT	https://headtohealth.gov.au/search-resources?search=QLife	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources69ca.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:49	457438/457438	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:08%20GMT	https://headtohealth.gov.au/search-resources?search=RUOK	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcese73d.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:51	457478/457478	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:09%20GMT	https://headtohealth.gov.au/search-resources?search=Raising+Children+Network	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesd8a7.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:53	457446/457446	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:10%20GMT	https://headtohealth.gov.au/search-resources?search=ReachOut	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesaf1b.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:54	457446/457446	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:12%20GMT	https://headtohealth.gov.au/search-resources?search=Red+Nose	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources82fa.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:56	457460/457460	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:14%20GMT	https://headtohealth.gov.au/search-resources?search=Sands+Australia	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcese581.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:58	457438/457438	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:15%20GMT	https://headtohealth.gov.au/search-resources?search=SANE	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesdc4f.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:35:59	457454/457454	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:18%20GMT	https://headtohealth.gov.au/search-resources?search=smiling+mind	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesaa0e.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:01	457452/457452	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:20%20GMT	https://headtohealth.gov.au/search-resources?search=This+Way+Up	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources0964.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:03	457436/457436	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:21%20GMT	https://headtohealth.gov.au/search-resources?search=tis	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources388a.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:04	457468/457468	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:22%20GMT	https://headtohealth.gov.au/search-resources?search=Virtualpsychologist	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resources3f47.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:06	457446/457446	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:24%20GMT	https://headtohealth.gov.au/search-resources?search=wellways	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/search-resourcesc605.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:07	434719/434719	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:25%20GMT	https://headtohealth.gov.au/privacy-policy	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/privacy-policy.html	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:09	3424/3424	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2007:04:28%20GMT	https://headtohealth.gov.au/bundles/dmhg/scripts/requestresources?v=-TjlngfDbR7PFcdYJ0Zm2DqLRgUXSwbpufPYkpstSyw1	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/bundles/dmhg/scripts/requestresources2bae	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:10	1260/1260	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2007:04:30%20GMT	https://headtohealth.gov.au/bundles/dmhg/scripts/serviceproviders?v=9gscI6lf0HjMn7hpoeQd_OZtNuClRlo6QOIavuVvrTA1	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/bundles/dmhg/scripts/serviceproviderse69c	(from https://headtohealth.gov.au/service-providers/explore-all-service-providers)
12:36:10	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.a0.delayed	(from https://headtohealth.gov.au/saved-resources)
12:36:10	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.a1.delayed	(from https://headtohealth.gov.au/saved-resources)
12:36:12	324/324	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2023%20May%202021%2007:04:31%20GMT	https://headtohealth.gov.au/%22https://headtohealth.gov.au:443/search-resources%22>search	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/_https_/headtohealth.gov.au_443/search-resources__search.a2.delayed	(from https://headtohealth.gov.au/saved-resources)
12:36:17	11/11	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2023%20May%202021%2007:04:35%20GMT	https://headtohealth.gov.au/%22https://dmhgprodsc9-cdn.azureedge.net/-/media/dmhg/savedresources/savedresources_banner_character.ashx?rev=84a7b0c6eec8461ebe4fda015fb13544%22	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/_https_/dmhgprodsc9-cdn.azureedge.net/-/media/dmhg/savedresources/savedresources_banner_character.a33520.delayed	(from https://headtohealth.gov.au/saved-resources)
12:36:18	2549/2549	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2007:04:37%20GMT	https://headtohealth.gov.au/bundles/dmhg/scripts/savedcards?v=SfLDBaY_Au4jkZxBH7FBYRNP51C0Ow2GpubpdFgWnVU1	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/bundles/dmhg/scripts/savedcards2af7	(from https://headtohealth.gov.au/saved-resources)
12:36:18	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.a5.delayed	(from https://headtohealth.gov.au/resources/black-dog-institute---hp---head-to-health-explainer-video-for-gps)
12:36:18	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.a6.delayed	(from https://headtohealth.gov.au/resources/black-dog-institute---hp---head-to-health-explainer-video-for-gps)
12:36:19	771/771	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2007:04:38%20GMT	https://headtohealth.gov.au/bundles/dmhg/scripts/resourcepage?v=DwTQEzJG_0bJIICa089JarcIt5OcHXzLWs2QVDUcDYs1	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/bundles/dmhg/scripts/resourcepageaaf7	(from https://headtohealth.gov.au/resources/black-dog-institute---hp---head-to-health-explainer-video-for-gps)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.a8.delayed	(from https://headtohealth.gov.au/search-resources?search=Anxiety%20and%20Stress)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.a9.delayed	(from https://headtohealth.gov.au/search-resources?search=Anxiety%20and%20Stress)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.aa.delayed	(from https://headtohealth.gov.au/search-resources?search=Depression)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.ab.delayed	(from https://headtohealth.gov.au/search-resources?search=Depression)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.ac.delayed	(from https://headtohealth.gov.au/search-resources?search=boosting%20mental%20health)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.ad.delayed	(from https://headtohealth.gov.au/search-resources?search=boosting%20mental%20health)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.ae.delayed	(from https://headtohealth.gov.au/search-resources?search=trauma%20ptsd)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.af.delayed	(from https://headtohealth.gov.au/search-resources?search=trauma%20ptsd)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b0.delayed	(from https://headtohealth.gov.au/search-resources?search=professional%20support)
12:36:19	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b1.delayed	(from https://headtohealth.gov.au/search-resources?search=professional%20support)
12:36:20	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b2.delayed	(from https://headtohealth.gov.au/Home/About/News%20and%20Announcements/Keep%20Your%20Spirit%20Strong)
12:36:20	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b3.delayed	(from https://headtohealth.gov.au/Home/About/News%20and%20Announcements/Keep%20Your%20Spirit%20Strong)
12:36:22	434123/434123	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2007:04:40%20GMT	https://headtohealth.gov.au/about/news-and-announcements	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/about/news-and-announcements.html	(from https://headtohealth.gov.au/Home/About/News%20and%20Announcements/Keep%20Your%20Spirit%20Strong)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b6.delayed	(from https://headtohealth.gov.au/Home/About/news-and-announcements/new-national-safety-and-quality-digital-mental-health-standards)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b7.delayed	(from https://headtohealth.gov.au/Home/About/news-and-announcements/new-national-safety-and-quality-digital-mental-health-standards)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b8.delayed	(from https://headtohealth.gov.au/search-resources?search=family)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.b9.delayed	(from https://headtohealth.gov.au/search-resources?search=family)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.ba.delayed	(from https://headtohealth.gov.au/search-resources?search=physical%20health)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.bb.delayed	(from https://headtohealth.gov.au/search-resources?search=physical%20health)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.bc.delayed	(from https://headtohealth.gov.au/search-resources?search=trauma%20and%20ptsd)
12:36:25	0/-1	---M--	301	error ('')			https://headtohealth.gov.au/service-providers	C:/My%20Web%20Sites/Hackon%20Project/headtohealth.gov.au/service-providers.bd.delayed	(from https://headtohealth.gov.au/search-resources?search=trauma%20and%20ptsd)
